"REF_DATE","GEO","DGUID","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","Newfoundland and Labrador","2016A000210","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020127","2.5","567","","","","0"
"2009","Newfoundland and Labrador","2016A000210","Equals: household net saving","Dollars","81","millions","6","v1043020128","2.6","737","","","","0"
"2009","Prince Edward Island","2016A000211","Household disposable income","Dollars","81","millions","6","v1043020129","3.1","3190","","","","0"
"2009","Prince Edward Island","2016A000211","Plus: social transfers in kind","Dollars","81","millions","6","v1043020130","3.2","942","","","","0"
"2009","Prince Edward Island","2016A000211","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020131","3.3","4132","","","","0"
"2009","Prince Edward Island","2016A000211","Adjusted household disposable income","Dollars","81","millions","6","v1059484364","3.7","4132","","","","0"
"2009","Prince Edward Island","2016A000211","Minus: household actual final consumption","Dollars","81","millions","6","v1043020132","3.4","4338","","","","0"
"2009","Prince Edward Island","2016A000211","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020133","3.5","185","","","","0"
"2009","Prince Edward Island","2016A000211","Equals: household net saving","Dollars","81","millions","6","v1043020134","3.6","-21","","","","0"
"2009","Nova Scotia","2016A000212","Household disposable income","Dollars","81","millions","6","v1043020135","4.1","21900","","","","0"
"2009","Nova Scotia","2016A000212","Plus: social transfers in kind","Dollars","81","millions","6","v1043020136","4.2","6407","","","","0"
"2009","Nova Scotia","2016A000212","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020137","4.3","28307","","","","0"
"2009","Nova Scotia","2016A000212","Adjusted household disposable income","Dollars","81","millions","6","v1059484365","4.7","28307","","","","0"
"2009","Nova Scotia","2016A000212","Minus: household actual final consumption","Dollars","81","millions","6","v1043020138","4.4","30333","","","","0"
"2009","Nova Scotia","2016A000212","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020139","4.5","1583","","","","0"
"2009","Nova Scotia","2016A000212","Equals: household net saving","Dollars","81","millions","6","v1043020140","4.6","-443","","","","0"
"2009","New Brunswick","2016A000213","Household disposable income","Dollars","81","millions","6","v1043020141","5.1","17351","","","","0"
"2009","New Brunswick","2016A000213","Plus: social transfers in kind","Dollars","81","millions","6","v1043020142","5.2","5284","","","","0"
"2009","New Brunswick","2016A000213","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020143","5.3","22635","","","","0"
"2009","New Brunswick","2016A000213","Adjusted household disposable income","Dollars","81","millions","6","v1059484366","5.7","22635","","","","0"
"2009","New Brunswick","2016A000213","Minus: household actual final consumption","Dollars","81","millions","6","v1043020144","5.4","23367","","","","0"
"2009","New Brunswick","2016A000213","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020145","5.5","976","","","","0"
"2009","New Brunswick","2016A000213","Equals: household net saving","Dollars","81","millions","6","v1043020146","5.6","244","","","","0"
"2009","Quebec","2016A000224","Household disposable income","Dollars","81","millions","6","v1043020147","6.1","181617","","","","0"
"2009","Quebec","2016A000224","Plus: social transfers in kind","Dollars","81","millions","6","v1043020148","6.2","51963","","","","0"
"2009","Quebec","2016A000224","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020149","6.3","233580","","","","0"
"2009","Quebec","2016A000224","Adjusted household disposable income","Dollars","81","millions","6","v1059484367","6.7","233580","","","","0"
"2009","Quebec","2016A000224","Minus: household actual final consumption","Dollars","81","millions","6","v1043020150","6.4","237004","","","","0"
"2009","Quebec","2016A000224","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020151","6.5","11673","","","","0"
"2009","Quebec","2016A000224","Equals: household net saving","Dollars","81","millions","6","v1043020152","6.6","8249","","","","0"
"2009","Ontario","2016A000235","Household disposable income","Dollars","81","millions","6","v1043020153","7.1","347629","","","","0"
"2009","Ontario","2016A000235","Plus: social transfers in kind","Dollars","81","millions","6","v1043020154","7.2","90850","","","","0"
"2009","Ontario","2016A000235","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020155","7.3","438479","","","","0"
"2009","Ontario","2016A000235","Adjusted household disposable income","Dollars","81","millions","6","v1059484368","7.7","438479","","","","0"
"2009","Ontario","2016A000235","Minus: household actual final consumption","Dollars","81","millions","6","v1043020156","7.4","430563","","","","0"
"2009","Ontario","2016A000235","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020157","7.5","13139","","","","0"
"2009","Ontario","2016A000235","Equals: household net saving","Dollars","81","millions","6","v1043020158","7.6","21055","","","","0"
"2009","Manitoba","2016A000246","Household disposable income","Dollars","81","millions","6","v1043020159","8.1","28536","","","","0"
"2009","Manitoba","2016A000246","Plus: social transfers in kind","Dollars","81","millions","6","v1043020160","8.2","9771","","","","0"
"2009","Manitoba","2016A000246","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020161","8.3","38307","","","","0"
"2009","Manitoba","2016A000246","Adjusted household disposable income","Dollars","81","millions","6","v1059484369","8.7","38307","","","","0"
"2009","Manitoba","2016A000246","Minus: household actual final consumption","Dollars","81","millions","6","v1043020162","8.4","39438","","","","0"
"2009","Manitoba","2016A000246","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020163","8.5","1391","","","","0"
"2009","Manitoba","2016A000246","Equals: household net saving","Dollars","81","millions","6","v1043020164","8.6","260","","","","0"
"2009","Saskatchewan","2016A000247","Household disposable income","Dollars","81","millions","6","v1043020165","9.1","27374","","","","0"
"2009","Saskatchewan","2016A000247","Plus: social transfers in kind","Dollars","81","millions","6","v1043020166","9.2","7934","","","","0"
"2009","Saskatchewan","2016A000247","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020167","9.3","35308","","","","0"
"2009","Saskatchewan","2016A000247","Adjusted household disposable income","Dollars","81","millions","6","v1059484370","9.7","35308","","","","0"
"2009","Saskatchewan","2016A000247","Minus: household actual final consumption","Dollars","81","millions","6","v1043020168","9.4","35277","","","","0"
"2009","Saskatchewan","2016A000247","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020169","9.5","1125","","","","0"
"2009","Saskatchewan","2016A000247","Equals: household net saving","Dollars","81","millions","6","v1043020170","9.6","1156","","","","0"
"2009","Alberta","2016A000248","Household disposable income","Dollars","81","millions","6","v1043020171","10.1","118220","","","","0"
"2009","Alberta","2016A000248","Plus: social transfers in kind","Dollars","81","millions","6","v1043020172","10.2","26667","","","","0"
"2009","Alberta","2016A000248","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020173","10.3","144887","","","","0"
"2009","Alberta","2016A000248","Adjusted household disposable income","Dollars","81","millions","6","v1059484371","10.7","144887","","","","0"
"2009","Alberta","2016A000248","Minus: household actual final consumption","Dollars","81","millions","6","v1043020174","10.4","136933","","","","0"
"2009","Alberta","2016A000248","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020175","10.5","3006","","","","0"
"2009","Alberta","2016A000248","Equals: household net saving","Dollars","81","millions","6","v1043020176","10.6","10960","","","","0"
"2009","British Columbia","2016A000259","Household disposable income","Dollars","81","millions","6","v1043020177","11.1","118362","","","","0"
"2009","British Columbia","2016A000259","Plus: social transfers in kind","Dollars","81","millions","6","v1043020178","11.2","28174","","","","0"
"2009","British Columbia","2016A000259","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020179","11.3","146536","","","","0"
"2009","British Columbia","2016A000259","Adjusted household disposable income","Dollars","81","millions","6","v1059484372","11.7","146536","","","","0"
"2009","British Columbia","2016A000259","Minus: household actual final consumption","Dollars","81","millions","6","v1043020180","11.4","153331","","","","0"
"2009","British Columbia","2016A000259","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020181","11.5","4262","","","","0"
"2009","British Columbia","2016A000259","Equals: household net saving","Dollars","81","millions","6","v1043020182","11.6","-2533","","","","0"
"2009","Yukon","2016A000260","Household disposable income","Dollars","81","millions","6","v1043020183","12.1","1142","","","","0"
"2009","Yukon","2016A000260","Plus: social transfers in kind","Dollars","81","millions","6","v1043020184","12.2","505","","","","0"
"2009","Yukon","2016A000260","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020185","12.3","1647","","","","0"
"2009","Yukon","2016A000260","Adjusted household disposable income","Dollars","81","millions","6","v1059484373","12.7","1647","","","","0"
"2009","Yukon","2016A000260","Minus: household actual final consumption","Dollars","81","millions","6","v1043020186","12.4","1505","","","","0"
"2009","Yukon","2016A000260","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020187","12.5","58","","","","0"
"2009","Yukon","2016A000260","Equals: household net saving","Dollars","81","millions","6","v1043020188","12.6","200","","","","0"
"2009","Northwest Territories","2016A000261","Household disposable income","Dollars","81","millions","6","v1043020189","13.1","1528","","","","0"
"2009","Northwest Territories","2016A000261","Plus: social transfers in kind","Dollars","81","millions","6","v1043020190","13.2","886","","","","0"
"2009","Northwest Territories","2016A000261","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020191","13.3","2414","","","","0"
"2009","Northwest Territories","2016A000261","Adjusted household disposable income","Dollars","81","millions","6","v1059484374","13.7","2414","","","","0"
"2009","Northwest Territories","2016A000261","Minus: household actual final consumption","Dollars","81","millions","6","v1043020192","13.4","2219","","","","0"
"2009","Northwest Territories","2016A000261","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020193","13.5","67","","","","0"
"2009","Northwest Territories","2016A000261","Equals: household net saving","Dollars","81","millions","6","v1043020194","13.6","262","","","","0"
"2009","Nunavut","2016A000262","Household disposable income","Dollars","81","millions","6","v1043020195","14.1","839","","","","0"
"2009","Nunavut","2016A000262","Plus: social transfers in kind","Dollars","81","millions","6","v1043020196","14.2","647","","","","0"
"2009","Nunavut","2016A000262","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020197","14.3","1486","","","","0"
"2009","Nunavut","2016A000262","Adjusted household disposable income","Dollars","81","millions","6","v1059484375","14.7","1486","","","","0"
"2009","Nunavut","2016A000262","Minus: household actual final consumption","Dollars","81","millions","6","v1043020198","14.4","1245","","","","0"
"2009","Nunavut","2016A000262","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020199","14.5","25","","","","0"
"2009","Nunavut","2016A000262","Equals: household net saving","Dollars","81","millions","6","v1043020200","14.6","266","","","","0"
"2009","Outside Canada","","Household disposable income","Dollars","81","millions","6","v1043020201","15.1","416","","","","0"
"2009","Outside Canada","","Plus: social transfers in kind","Dollars","81","millions","6","v1043020202","15.2","0","","","","0"
"2009","Outside Canada","","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020203","15.3","416","","","","0"
"2009","Outside Canada","","Adjusted household disposable income","Dollars","81","millions","6","v1059484376","15.7","416","","","","0"
"2009","Outside Canada","","Minus: household actual final consumption","Dollars","81","millions","6","v1043020204","15.4","137","","","","0"
"2009","Outside Canada","","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020205","15.5","","..","","","0"
"2009","Outside Canada","","Equals: household net saving","Dollars","81","millions","6","v1043020206","15.6","279","","","","0"
"2010","Canada","2016A000011124","Household disposable income","Dollars","81","millions","6","v1043020117","1.1","924174","","","","0"
"2010","Canada","2016A000011124","Plus: social transfers in kind","Dollars","81","millions","6","v1043020118","1.2","243381","","","","0"
"2010","Canada","2016A000011124","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020119","1.3","1167555","","","","0"
"2010","Canada","2016A000011124","Adjusted household disposable income","Dollars","81","millions","6","v1059484362","1.7","1167555","","","","0"
"2010","Canada","2016A000011124","Minus: household actual final consumption","Dollars","81","millions","6","v1043020120","1.4","1166832","","","","0"
"2010","Canada","2016A000011124","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020121","1.5","38076","","","","0"
"2010","Canada","2016A000011124","Equals: household net saving","Dollars","81","millions","6","v1043020122","1.6","38799","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Household disposable income","Dollars","81","millions","6","v1043020123","2.1","13402","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Plus: social transfers in kind","Dollars","81","millions","6","v1043020124","2.2","4559","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020125","2.3","17961","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Adjusted household disposable income","Dollars","81","millions","6","v1059484363","2.7","17961","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Minus: household actual final consumption","Dollars","81","millions","6","v1043020126","2.4","17805","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020127","2.5","541","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Equals: household net saving","Dollars","81","millions","6","v1043020128","2.6","697","","","","0"
"2010","Prince Edward Island","2016A000211","Household disposable income","Dollars","81","millions","6","v1043020129","3.1","3398","","","","0"
"2010","Prince Edward Island","2016A000211","Plus: social transfers in kind","Dollars","81","millions","6","v1043020130","3.2","1046","","","","0"
"2010","Prince Edward Island","2016A000211","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020131","3.3","4444","","","","0"
"2010","Prince Edward Island","2016A000211","Adjusted household disposable income","Dollars","81","millions","6","v1059484364","3.7","4444","","","","0"
"2010","Prince Edward Island","2016A000211","Minus: household actual final consumption","Dollars","81","millions","6","v1043020132","3.4","4636","","","","0"
"2010","Prince Edward Island","2016A000211","Plus: change in pension entitlements","Dollars","81","millions","6","v1043020133","3.5","181","","","","0"
"2010","Prince Edward Island","2016A000211","Equals: household net saving","Dollars","81","millions","6","v1043020134","3.6","-11","","","","0"
"2010","Nova Scotia","2016A000212","Household disposable income","Dollars","81","millions","6","v1043020135","4.1","23010","","","","0"
"2010","Nova Scotia","2016A000212","Plus: social transfers in kind","Dollars","81","millions","6","v1043020136","4.2","6861","","","","0"
"2010","Nova Scotia","2016A000212","Equals: adjusted household disposable income","Dollars","81","millions","6","v1043020137","4.3","29871","","","","0"
"2010","Nova Scotia","2016A000212","Adjusted household disposable income","Dollars","81","millions","6","v1059484365","4.7","29871","","","","0"
